county,method,Q1x,Q2x,Q2.1x,Q2xRANGE,Q3.1x,Q3.2x,Q3.3x,Q3.4x,Q3.5x,Q3.6x,Q3.6.1,Q3SUM,Q3.1xNUM,Q3.2xNUM,Q3.3xNUM,Q3.4xNUM,Q3.5xNUM,Q3.6xNUM,CountQ3,MoreGear,Q4x,Q4ax,Q5x,Q5.1x,Q5xMEAN,Q5xRANGE,Q6.1x,Q6.2x,Q6.3x,Q6.4x,Q6.4.1,Q6.1xMEAN,Q6.2xMEAN,Q6.3xMEAN,Q6.4xMEAN,CountQ6,Q6SUM,Q6.1xNUM,Q6.2xNUM,Q6.3xNUM,Q6.4xNUM,Q7.1x,Q7.2x,Q8.1x,Q8.2x,Q8.1xMEAN,Q8.2xMEAN,Q8SUM,Q9x,Q10x,Q10.1x,Q11x,Q11.1x,Q12x,Q12.1x,Q13x,Q13.1x,TOTALCaught,Q10xMEAN,Q11xMEAN,Q12xMEAN,Q13xMEAN,Q14x,Q14xMEAN,Q14ax,Q14axMEAN,BaseforQ15,Q15.1x,Q15.2x,Q15.3x,Q15.4x,Q15.5x,Q15.6x,Q15.7x,Q15.7.1,CountQ15,CountQ15_Primary,Q15_Primary,Q16x,q16.1x,q16.2x,Q16.3,Q17.2xMEAN,Q17.1x,Q17.2x,Q17.3x,Q17.4x,Q17.1xMEAN,Q17.3xMEAN,Q17.4xMEAN,Q17SUM,Q17.1xAMOUNT,Q17.2xAMOUNT,Q17.3xAMOUNT,Q17.4xAMOUNT,Q17TotalAMOUNT,Q18x,Q19.1x,Q19.2x,Q19.3x,Q19.4x,Q19.5x,Q19.6x,Q19.6.1,Q19.1xMEAN,Q19.2xMEAN,Q19.3xMEAN,Q19.4xMEAN,Q19.5xMEAN,Q19.6xMEAN,Q19SUM,Q20x,Q20.1x,Q20xMEAN,Q20TotalVALUE,Q20OtherVALUE,Q21.1x,Q21.2x,Q21.3x,Q21.4x,Q21.1xMEAN,Q21.2xMEAN,Q21.3xMEAN,Q21.4xMEAN,Q21SUM,Q21.1xVALUE,Q21.2xVALUE,Q21.3xVALUE,Q21.4xVALUE,Q22x,Q22xMEAN,Q23x,Q24x,Q25x,vesselsize,Q26x,Q27x,boatage,Q28x,boatown,Q29x,Q30x,Q31x,fuelprice1,truckfuelprice1,iceprice1,baitprice1,fuelprice2,truckfuelprice2,iceprice2,baitprice2,Troll,Bait,Pelagic,Bottomfish,Deep7Bottomfish,ShallowBottomfish,Reef,Q3.1xMEAN,Q3.2xMEAN,Q3.3xMEAN,Q3.4xMEAN,Q3.5xMEAN,Q3.6xMEAN,CommonGear,Q32.1,Q32a.1.1x,Q32a.2.1x,Q32a.4.1x,Q32a.5.1x,Q2xMEAN,SurveyID,Q32x,AVC1,Q32a.1x,Q32a.2x,Q32a.3x,Q32a.4x,Q32a.5x,Q32a.6x,Q32a.7x,Q32a.8x,Q32a.9x,Q32a.9.1,TFC,Q34.1x_A,Q34.2x_A,Q34.3x_A,Q34.4x,Q34.5x,Q34.6x,Q34.7x,Q34.8x,Q34.8.1,Q32bx,Q32b.1x,Q32b.2x,Q32b.3,Q33a.1.1x,Q33a.2.1x,Q33a.4.1x,Q33a.5.1x,Q33.1,Q33x,AVC2,Q33a.1x,Q33a.2x,Q33a.3x,Q33a.4x,Q33a.5x,Q33a.6x,Q33a.7x,Q33a.8x,Q33a.9x,Q33a.9.1,Q33bx,Q33b.1x,Q33b.2x,Q33b.3,Q34.1x,Q34.1.1x,Q34.2x,Q34.2.1x,Q34.3x,Q34.3.1x,Q35x,Q36x,Q37x,Q38x,Q39.1x,Q39.2x,Q39.3x,Q39.4x,Q39.5x,Q39.6x,Q39.6.1,NumEthnic,Ethnic,Q40x,Q41x,Q42.1x,Q42.2x,Q42.3x,Q42.4x,Q43,Q44.1,Q44.1.1,Q44.1.2,Q44.2,Q44.2.1,Q44.2.2,Q44.3,Q44.3.1,Q44.3.2,Q45.1,Q45.2,Q45.3,Q46.1,Q46.2,Q46.3,Q46.4,Q46.5,Q46.6,Q46.7,Q46.7.1,Q47.1,Q47.2,Q47.3,Q47.4,Q47.5,Q47.6,Q47.7,Q47.7.1,Q48,Q49,Q49a,NumCaught,NumLost,NumReleased,NumSold,LbsCaught,LbsSold,Value,CML_NO,CaughtvsSample,PerReleased,PerSold,CatchPerTrip,CatchPerTrip_R,ValuePerTrip,ValuePerTrip_R,AVC1_Troll,AVC1_Bait,AVC1_Deep7Bottom,AVC1_ShallowBottom,AVC1_Spear,AVC1_Other,AVC2_Troll,AVC2_Bait,AVC2_Deep7Bottom,AVC2_ShallowBottom,AVC2_Spear,AVC2_Other,Hawaii,Total,Q15_Primary_Report,boatimprove,ck,TotalCaught_R,Q20XMEAN_R,Q24xMEAN,Q7.1xMEAN,Q7.2xMEAN,Q17TotalAMOUNTck
1,1,1,32,4,3,5,3,1,1,1,1, ,100,24,8,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,2,6,5,95,100,6,6,1500,1, ,1, ,1, ,1500,1500,0,0,0,5,75,4,50,1, ,1, , ,2, , , ,2,1,2,4, , , ,6,2,2,1,5,6,0,88,100,90,90,0,1320,1500,1,3,1,1,1,5,1, ,25,0,0,0,75,0,100,5, ,3500,3500,0,6,1,1,1,100,0,0,0,100,3500,0,0,0,6,95,1,6,62,4,3000,2002,19,2017,4,575000,650000,2019,5, ,.25, ,4, ,.25, ,1,1,1,0,0,0,0,75,25,0,0,0,0,1, ,120,0,200,0,32,1542,1,900,600,0,50,50,0,100,100,0,0, ,84400,6000,0,20400,2000,50000,6000,0,0, ,1, , , ,50,0,200,0, ,2,450,200,0,0,50,0,100,100,0,0, ,1, , , ,6000,2,0, ,1700,1,1,6,96707,2, , , , ,1, , ,1,6,4,6,1,2,1,1, ,Ahi,aku,mahi,marlin,aku,mahi,marlin,ahi,aku,4,5,3,3,5,2,4,3,4, , ,4,1,2,3,3,1, , ,Improve marinas and boat ramps,significantly reduced the number of trips and kept me from starting my charter business that I was set to start up in March 2020.,"I didn''t fish as much because of the restrictions, couldn''t sell the fish because the market for fish dried up with the closing of restaurants.",227,1,2,104,2642,1261,2784,27963,239,.881057268722467,47.7289931869796,46.875,3,109.375,3,900, , , , , , ,450, , , , ,1,1,1,2,0,5,5,95, , ,0
1,1,1, ,2,2,5,3,1,1,1,1, ,100,13.5,4.5,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,2,6,6,94,100,2,4, ,1, ,2, ,2, ,350,300,0,25,25,5,75,3,25,1, ,1,2,3, , , , ,3,1,2,2,65, , ,75,3,5,1,1,25,0,0,100,87.5,262.5,0,0,350,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,26,3,250,1995,26,2016,5,39500,85000,2020, ,4,.0866666666666667,40, , , , ,1,1,1,0,0,0,0,75,25,0,0,0,0,1, , , , , ,18,1167,1,391,250,20,5,26,10,45,35,0,0, ,20574,504,3420,7200,375,8500,575,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,42,1,285,1,600,1,1,5,96744,2, , , , ,1, , ,1,6,7,6,1,1,1,1,"COVID restrictions easing, less concern over contracting the virus",mahi,ahi,billfish,ahi,ono,mahi,ahi,ono,mahi,4,5,4,5,5,5,5,5,5, , ,3,4, ,3,4,3, , ,"Long-line and industrial-scale commercial fishing in the Pacific near Hawaii have dramatically reduced fish stocks over the past 20 years. The regulation of species such as yellowfin has been sorely lacking. The appearance, and probably the reality is that the management of this fishery has been corrupted and caters to long-line fishers without regard to the actual data which shows a dramatic reduction in the average size and maturity of the yellowfin and other species caught. As someone who has fished in Hawaii for 40 years, and with an education in marine science, it''s clear that a dramatic reduction in catch has occurred in near shore waters out to 30 miles from the coast resulting directly from large scale commercial removal of mature fish stock in the central pacific. If it continues, the tipping point will be reached with the yellowfin stock near Hawaii crashing. AT that point it will be too late to regulate effectively. This tragic lesson has been learned in the Atlantic, we should not repeat it here. Action should be taken now to reduce commercial long-line catch and to eliminate illegal long-liner activity. In addition, industrial scale fishing by other countries should be limited through strictly enforced regulations. Without action now our next generation will not be able to enjoy fishing, and the current economics of fish supply and demand in the Pacific will be changed irreparably.","Yes we did not sell any fish during 2020 due to COVID. Fish prices were so low at the auction that it was not economic to sell our fish. In addition, many families were struggling to put food on the table. Thus we gave away the bulk of our catch during 2020.",See Q49 answers.,11,0,0, ,268, , ,21127, ,0, ,19.4444444444444,2, , ,391, , , , , , , , , , , ,1,1,1,1,0,3, ,0, , ,0
2,1,1,18, ,2,5,3,1,1,1,1, ,100,13.5,4.5,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,2,5, ,1, ,1, ,1, ,750,750,0,0,0,4,50,4,50,1,3,1,2, , , , , ,3,1,2,2,50, , ,25,4,3,1,3,50,0,25,100,375,187.5,0,187.5,750,1,6,1,1,1,1,1, ,100,0,0,0,0,0,100,4, ,1500,1500,0,6,1,1,1,100,0,0,0,100,1500,0,0,0,2,5,1,4,21,2,230,2014,7,2020,1,72500,72500, ,3.42857142857143,3.33333333333333,.1,30, , , , ,1,1,1,0,0,0,0,75,25,0,0,0,0,1, ,35,3,300,1,18,1142,1,310,120,10,0,30,30,20,50,50,0, ,5350,0,0,0,1500,3500,350,0,0, ,3, ,50, , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,0, ,1,4,96740,2, , , , ,1, , ,1,6,6,5,1,1,1,1,Coming out of COVID,Ahi,Ono,MahiMahi,Ahi,Ono,MahiMahi,Ahi,Ono,MahiMahi,4,5,3,5,4,4,4,5,5, , ,3,3,3,3,3,3, , , , , ,11,0,0,3,372,227.5,1139,33480,522.5,0,61.1559139784946,41.6666666666667,3,83.3333333333333,2,310, , , , , , , , , , , ,1,1,1, ,0,4,4,50, , ,0
1,2,1, ,4,4,5,3,3,1,1,1, ,100,60,7.5,7.5,0,0,0,3,9,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100, ,6,2500,2, ,2, ,1, ,2550,2500,25,25,0,6,95,4,50,1, ,1, , , , , , ,1,1,2,1, , , ,20,4,3,2,3,55,5,20,100,1402.5,510,127.5,510,2550,1,1,6,2,1,2,1, ,0,90,5,0,5,0,100,4, ,1500,1500,0,6,1,1,1,100,0,0,0,100,1500,0,0,0,2,5,1,6,31,4,210,1968,53,2019,2,17000,25000,2019,3.75,3.125, ,25,3.75,3.125, ,25,1,1,1,1,1,0,0,80,10,10,0,0,0,1, ,60,8, ,1,75,1259,1,510,225,25,15,60,25,60,50,50,0, ,9300,1800,0,3000,1500,2500,500,0,0, ,1, , , ,60,8, ,1, ,2,510,225,25,15,60,25,60,50,50,0, ,1, , , ,1800,2,0, ,250,1,1,2,96815,2, , , , ,1, , ,1,6,5,3,1,2, ,2, ,aku,mahi,ahi,ahi,marlin,ono,aku,marlin,ono,5,5,5,5,5,5,5,5,5,5,get someone to do a better job on the FAD program,2,4,4,4,2,1, , ,virtually no nearshore fisheries enforcement. Reefs are totally depleted of predators from overfishing. People are taking way too many undersize papios,No change,Way too many long liners! Horrible industry not sustainable. People cannot even earn a living wage working on longline boats! Lots of labor pool is underpaid. Foreigners denying locals access to what could be a decent job market. Small boat fishing is sustainable! Less long liners means higher prices at market but will be much more sustainable. Prices at market but will be much more sustainable. Eating fresh fish cheap is not a right. Catch yourself or pay more $ for sustainability,17,0,0,31,353,413,1245.6,31876,2137,0,116.99716713881,34,3,20,1,510, , , , , , ,510, , , , ,1,1,1,2,0,5,4,95, , ,0
4,1,1, ,2,2,5,2,3,1,1,1, ,100,15.3,.9,1.8,0,0,0,3,9,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,5,40,60,100,2,5, ,2, ,1, ,1, ,775,750,25,0,0,3,25,3,25,1,2,1,3, , , , , ,3,1,2,1, , , ,40,3,4,1,4,20,0,40,100,155,310,0,310,775,1,3,1,4,1,3,1, ,25,0,50,0,25,0,100,5, ,3500,3500,0,6,1,1,1,100,0,0,0,100,3500,0,0,0,1,0,1,1,25,3,300,1998,23,2009,12,50000,45000, ,4,2.5,.02, , , , , ,1,1,1,1,1,0,0,85,5,10,0,0,0,1, ,20,2,300,0,18,1022,1,427,80,5,1,6,0,15,20,300,0, ,1300,0,0,0,200,900,200,0,0, ,3, ,90, , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,0, ,1,6,96796,2, ,1, , , , , ,1,2,5,3,2,2,1,1,nearshore & shallow water fishing is less costly,ahi,ono,aku,mahimahi,ahi,    ono,  aku,ahi,ono,4,4,4,5,3,4,5,3,5, , ,3,4,3,2,3,1, , ,not at this time,not really, ,14,0,0,40,126,1132,4061.5,7143,-357,0,898.412698412698,43.0555555555556,3,194.444444444444,3,427, , , , , , , , , , , ,1,1,1, ,0,4,5,0, , ,0
1,2,1, ,5,5,5,3,1,2,1,1, ,100,198.05,23.3,0,11.65,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,2,6, ,1, ,3, ,1, ,1076,1001,0,75,0,2,5,2,5,1, ,1,2,3, , , , ,3,1,2,4, , , ,25,3,3,3,3,25,25,25,100,269,269,269,269,1076,1,1,1,6,1,1,1, ,0,0,100,0,0,0,100,4, ,1500,450,1050,3,1,2,1,25,0,5,0,30,375,0,75,0,2,5,1,1,21,2,180,1987,34,1987,34,19000,40000,2021,3.33333333333333,3,.2, ,3.33333333333333,3,.2, ,1,1,1,1,0,1,0,85,10,0,5,0,0,1, ,15,5,150, ,233,1058,1,160,50,15,5,30,0,20,20,20,0, ,2420,120,0,0,1000,500,800,0,0, ,1, , , ,15,5,150, , ,2,160,50,15,5,30,0,20,20,20,0, ,1, , , ,120,2,0, ,0, ,1,6,96792,2, ,1, , , , , ,1,2,3,3,1,2,1,1,Because of COVID pandemic,aku,shibi,ono,shibi,ono,mahimahi,shibi,ono,mahimahi,5,5,5,5,4,5,5,5,5,5,rule enforcement,1,4,2,2,2,2,5,Waianae Boat Harbor. Ramps have been bad for many,"Better enforcement of existing rules such as: divers and flags, tour boats staying legal distance from whales + porpoise. Ramp fee stickers enforcement, beating classes, usage of wash rack at Waianae boat harbor - homeless over take it daily-washing clothes, dishes, cars, and playing with the water wasting it. Jiggers catching illegal size Shibi at FADS (100''s of lbs daily)",no change,n/a,55,0,0,183,253.2,642.6,2401.4,1579,7143.4,0,253.791469194313,4.61802575107296,2,6.43776824034335,1,160, , , , , , ,160, , , , ,1,1,1,0,0,5,4,0, , ,0
2,1,1,45,3,3,5,2,1,3,1,1, ,100,38.25,2.25,0,4.5,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,5,40,60,100,3,6,3000,1, ,2, ,2, ,3050,3000,0,25,25,3,25,3,25,1, ,1, , , , , , ,1,1,2,2,20, , ,20,3,3,4,3,20,40,20,100,610,610,1220,610,3050,1,3,1,5,1,3,1, ,20,0,60,0,20,0,100,6, ,7500,7500,0,6,1,2,2,90,0,5,5,100,6750,0,375,375,2,5,1,1,28,3,330,1974,47,1994,27,30000,40000,2020,3.66666666666667, ,.214285714285714, ,3.33333333333333, , , ,1,1,1,1,0,1,0,85,5,0,10,0,0,1, ,30,0,70,0,45,1197,1,190,110,0,5,15,0,25,35,0,0, ,10932,1900,0,4032,1000,4000,0,0,0, ,1, , , ,3,0,0,0, ,2,10,10,0,0,0,0,0,0,0,0, ,1, , , ,1900,2,0, ,336,1,1,6,96740,2, , , , ,1, , ,1,6,6,5,1,1,1,1,subsistence,ono,mahi,ahi,ono,mahi,ahi,marlin,aku,ahi,4,5,5,5,5,5,5,3,4,3,get out there,4,3,3,3,2,2,3,get out there,get out of the office and in the firld,"yes, no tournaments, no charters,  we only fished holoholo",see above,11,0,0,1,135,26,100,7987,3024,0,19.2592592592593,67.7777777777778,4,166.666666666667,3,190, , , , , , ,10, , , , ,1,1,1,1,0,5,6,0, , ,0
1,1,1, ,4,4,6,3,1,1,1,1, ,100,67.5,7.5,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,2,5, ,1, ,1, ,1, ,750,750,0,0,0,5,75,5,75,1,3,1,2, , , , , ,3,1,2,1, , , ,25,3,3,3,3,25,25,25,100,187.5,187.5,187.5,187.5,750,1,4,3,1,1,4,1, ,45,10,0,0,45,0,100,4, ,1500,1500,0,6,1,1,1,100,0,0,0,100,1500,0,0,0,4,50,1,1,19,2,115,1975,46,1992,29,10000,20000,2018,2.90697674418605,3.33333333333333,.208333333333333, , , , , ,1,1,1,0,0,0,0,90,10,0,0,0,0,1, ,43,6,120,0,75,1023,1,285,125,20,0,25,0,15,50,50,0, ,2275,0,0,75,1000,500,700,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,75,2,1,6,96706,2, , , ,1,1, , ,2,7,3,6,1,2, ,1,Pleasure pastime,Aku,Ono,Mahimahi,Ahi,Aku,Mahimahi,Ahi,Aku,Marlin,5,5,5,5,5,5,5,5,5, , ,4,4,3,3,3,3, , ,Limit aku and kawakawa size for sale like ahi 3lbs for sale Filipinos taking all baby''s for sale,Same,None,1,0,0,10,150,686,1281.7,34123,64,0,457.333333333333,10,2,20,1,285, , , , , , , , , , , ,1,1,1,3,0,4,4,0, , ,0
1,2,1, ,2,2,6,3,1,1,1,1, ,100,16.2,1.8,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,5,3,75,25,100,1,6,2000,1, ,1, ,2, ,2025,2000,0,0,25,5,75,3,25,1, ,1, , , , , , ,1,1,2,4, , , ,75,3,5,1,1,25,0,0,100,506.25,1518.75,0,0,2025,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,26,3,250,2000,21,2000,21, ,40000,2019,4,3.33333333333333, , , , , , ,1,1,1,0,0,0,0,90,10,0,0,0,0,1, ,25,3, , ,18,1245,1,110,100,10,0,0,0,0,0,0,0, ,10300,600,0,3600,3000,3000,100,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,600,2,0, ,300,1,1,5,96707, , , , , , , , ,0, ,7,6, , , , , ,marlin, , ,tuna, , ,ono,mahi, ,4,4,3,3,3,1,1,1,5, , ,3,3,3,3,3,1, , ,Maintain the boat ramps/marinas,I don''t see fish - most is given away,United fishy reduced hours,2,0,0, ,15, , ,26638, ,0, ,112.5,5, , ,110, , , , , , , , , , , ,1,1,1,2,0,5, ,0, , ,0
1,1,1, ,2,2,6,3,1,1,1,1, ,100,16.2,1.8,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,56,44,100,3,4, ,1, ,3, ,3, ,450,300,0,75,75,6,95,3,25,1,3,1,2, , , , , ,3,1,2,1, , , ,60,3,5,2,2,30,5,5,100,135,270,22.5,22.5,450,1,1,6,1,1,1,1, ,0,100,0,0,0,0,100,2, ,300,300,0,6,1,1,1,100,0,0,0,100,300,0,0,0,2,5,2, , , , , , , , , , , ,3.57142857142857, ,.8, ,3.52941176470588, ,.125,30,1,1,1,0,0,0,0,90,10,0,0,0,0,1, ,35,0,35,0,18,1493,1,183,125,0,0,28,0,30,0,0,0, ,9700,1200,0,8400,0,0,100,0,0, ,1, , , ,17,0,120,1, ,2,120,60,0,0,15,30,15,0,0,0, ,1, , , ,1200,2,0, ,700,1,1,6,96701,2, ,1, , , , , ,1,2,4,5,1,1, , ,NOT FISHING THAT MUCH,AHI,MAHIMAHI,ONO,MAHIMAHI,AHI,ONO,MARLIN,MAHIMAHI,ONO,5,3,3,5,5,4,5,5,5,5,NA,4,5,5,5,5,5,5,NA, ,LESS FISHING,COVID-19,4,0,0, ,105, , ,26543, ,0, ,25,3,16.6666666666667,1,183, , , , , , ,120, , , , ,1,1,1, ,0,3,2, , , ,0
1,1,1, ,3,3,6,2,1,2,1,1, ,100,32.4,1.8,0,1.8,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,2,4, ,1, ,3, ,2, ,400,300,0,75,25,5,75,4,50,1,3,1, , ,2, , , ,3,1,2,4, , , ,20,3,3,2,4,20,5,55,100,80,80,20,220,400,1,5,1,1,3,3,1, ,60,0,0,20,20,0,100,5, ,3500,3500,0,6,1,3,1,90,0,10,0,100,3150,0,350,0,2,5,1,1,14,1,60,1980,41,2016,5,8000,15000,2019,2.8,2,.15, ,3.33333333333333,3,.5,15.1515151515152,1,1,1,1,0,1,0,90,5,0,5,0,0,1, ,25,10,200,0,36,1247,1,270,70,20,0,30,0,20,100,30,0, ,7900,600,0,0,2000,5000,300,0,0, ,1, , , ,3,1,20,.66, ,4,103,10,3,0,10,10,10,50,10,0, ,1, , , ,600,2,0,2,0,2,1,6,96786,2, , , , ,1, , ,1,6,5,5,2, ,1, , ,Ono,Mahi,Ahi,Mahi,Aku,Ono,Aku,Mahi,Ono,4,4,3,4,4,4,4,4,5,1,none,2,1,2,2,2,1,1,none,On Oahu we need more boat ramps.  Also the boat existing boat ramps need to be maintained better.,I could not take non-family member on my boat for a while.,It was the rules at the time.,13,1,1,14,169,509,839.6,32481,-109,7.69230769230769,301.183431952663,11.1111111111111,2,97.2222222222222,2,270, , , , , , , , ,103, , ,1,1,1,2,0,3,5,0, , ,0
1,2,1, ,1,1,6,2,1,2,1,1, ,100,5.4,.3,0,.3,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,1,6,0,100,100,6,3, ,2, ,2, ,1, ,125,75,25,25,0,4,50,3,25,1, ,1, , , , , , ,1,1,2,5, , ,divided evenly between the crew,5,6,2,1,2,90,0,5,100,112.5,6.25,0,6.25,125,1,1,6,1,1,1,1, ,0,100,0,0,0,0,100,4, ,1500,1500,0,6,1,2,1,95,0,5,0,100,1425,0,75,0,1,0,1,4,43,4,2200,2008,13,2013,8,450000,300000,2020,2.38888888888889, ,.1,20, , , , ,1,1,1,1,0,1,0,90,5,0,5,0,0,1, ,90, ,400,1,6,1577,1,375,215,0,0,40,20,0,100,0,0, ,10800,6000,0,4800,0,0,0,0,0, ,4, , ,divided equally among crew, , , , , , , , , , , , , , , , , , , , , ,6000,2,0, ,400,1,1,6,96817,2, , , , ,1, , ,1,6,6,6,2,2, ,2,nothing has changed,marlin,ahi,mahi,marlin,ahi,mahi,marlin,ahi,mahi,5,3,2,5,5,5,5,3,5, , ,4,3,3,3,3,3, , , , , ,27,0,0,33,471,450.3,1806.5,17533,-325.3,0,95.6050955414013,20.8333333333333,3,250,3,375, , , , , , , , , , , ,1,1,1,1,0,3,4,50, , ,0
1,2,1, ,1,1,6,2,1,2,1,1, ,100,5.4,.3,0,.3,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,3,5,25,75,100,2,5, ,2, ,2, ,1, ,800,750,25,25,0,4,50,4,50,1,3,1,2, , , , , ,3,1,2,4, , , ,45,2,4,2,4,5,5,45,100,40,360,40,360,800,1,1,4,1,1,4,1, ,0,50,0,0,50,0,100,3, ,750,562.5,187.5,5,1,1,1,75,0,0,0,75,562.5,0,0,0,1,0,1,2,19,2,180,1978,43,2017,4,40000,40000, ,4,2.85714285714286,.14,20,4,2.85714285714286,.14,20,1,1,1,1,0,1,0,90,5,0,5,0,0,1, ,60,7,400,1,6,1746,1,402,240,20,6,56,20,20,20,20,0, ,1940,240,0,100,1000,500,100,0,0, ,1, , , ,60,7,400,1, ,2,402,240,20,6,56,20,20,20,20,0, ,1, , , ,20,1,0, ,100,2,1,3,96813,2, ,1, , , , , ,1,2,4,4,1,1,1,1,People are eager to get out,ahi,mahi,marlin,ahi,mahi,mahi,ahi,mahi,aku,3,4,4,5,5,4,4,4,5, , ,2,2,2,2,3,1, , ,The tracking or replacing of FAD''s. There should be a hefty fine for anyone tying up to a FAD, , ,8,0,0,20,140,303,1280.8,32421,497,0,216.428571428571,133.333333333333,5,125,3,402, , , , , , ,402, , , , ,1,1,1, ,0,4,3,5, , ,0
1,2,1, ,1,1,6,1,2,2,1,1, ,100,5.4,0,.3,.3,0,0,3,11,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,5,40,60,100, ,3, ,2, ,2, ,2, ,150,75,25,25,25,3,25,3,25,1, ,1,2, ,3, , , ,3,1,2,1, , , ,75,3,5,2,1,20,5,0,100,30,112.5,7.5,0,150,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,22,2,180,1979,42,2004,17, ,70000,2017,2.5,3,.168,25,1.71428571428571,3,.18,10,1,0,1,1,1,1,0,90,0,5,5,0,0,1, ,40,10,250,2,6,1755,1,322,100,30,0,42,50,30,20,50,0, ,1500,0,0,0,200,500,800,0,0, ,1, , , ,35,10,100,1, ,4,188,60,30,0,18,10,30,20,20,0, , , , , ,0, ,0, ,0, ,1,4,96821,2, ,1, , , , , ,1,2,7,4, , , ,1, ,ono,mahi mahi,ahi,ono,mahi mahi,ahi,ono,mahi mahi,ahi,3,4,5,5,4,5,5,5,5, , ,3,3,4,4,3,2, , , ,I rarely went fishing due to covid. I did more fishing pre-covid,"Health + safety, avoid catching covid",83,0,0, ,165, , ,10709, ,0, ,25,3, , ,322, , , , , , , , ,188, , ,1,1,1,4,0,3, ,0, , ,0
1,1,2,23,2,2,6,2,2,2,1,2,kona crab,100,20.7,.575,.575,.575,0,.575,5,16,2, , ,3,18,3,6,1,1,1, ,100,0,0,0,1,100,18,0,0,0, , ,3,5,25,75,100,2,6,1200,2, ,3, ,3, ,1375,1200,25,75,75,4,50,3,25,1, ,1,3, ,2, , , ,3,1,2,3, ,65, ,20,3,3,2,4,20,5,55,100,275,275,68.75,756.25,1375,1,1,2,1,1,6,1, ,0,5,0,0,95,0,100,4, ,1500,1500,0,6,1,2,2,90,0,5,5,100,1350,0,75,75,1,0,1,1,21,2,160,1991,30,1995,26,18000,45000,2019,3.25,3.63636363636364,.166666666666667,40,4.6,3.63636363636364,.2,75.7575757575758,1,1,1,1,1,1,0,90,2.5,2.5,2.5,0,2.5,1, ,20,11,300,.25,23,1348,1,248,65,40,3,50,10,25,25,15,15,Sat phone subscription,6000,200,0,800,2000,2000,1000,0,0, ,3, ,90, ,5,11,100,.33, ,4,191,23,40,3,20,25,25,15,25,15,sat phone subscription,3, ,90, ,200,2,0,2,800,2,1,5,96826,2, ,1, , , , , ,1,2,7,5,2,2, ,2,"I think due to the PAndemic, peop;e fished MORE overall since it was one of the few things that we could due when everything was shut down. Many resorted to subsistence fishing. With the future looking brighter, more will go back to work, and likely leave less time/opportunity to fish.",Ahi,Mahi,Ono,Ahi,Ono,Aku,Ahi,Marlin,Aku,5,5,4,5,5,5,5,5,5, , ,2,3,3,3,3,1, , ,FAD program. Why do the buoys only last a few weeks/months before they break off? Do the advent of more private buoys play into this (a deep subject for sure!),"I would have sold more fish via UFA, however their change in drop-off hours did not allow me to drop off fish at night.",See above,42,5,2,60,118,278,2000,4883,1097,4.76190476190476,235.593220338983,59.7826086956522,4,65.2173913043478,2,248, , , , , , , , ,191, , ,1,1,1,2,0,5,4,0, , ,0
